qa_id,question_type,generation_method,question,answer,kg_triples,num_source_triples,text_context_used,ablation_study,Relevance,Accuracy,Completeness,Fluency,KG_Alignment,Overall_Score,evaluation_timestamp
relationship_kg_only_133-the-following-advice-on-re-p36-85-3d06c911_1752626022_8241e6de,relationship,ablation_kg_only,What is the role of a tutor in relation to the register within a session?,"A tutor is verified by the register and also signs the register, indicating their responsibility for verifying attendance and participation.","1. session → has_class_register → register
2. register → has_description → one_register_needed_for_continuous_sessions_or_small_breaks
3. register → includes → session_details
4. session_details → has_date → day
5. session_details → has_time_period → time
6. session_details → has_duration_value → duration
7. session_details → has_hours_value → planned_hours
8. register → has_participant → student
9. student → has_identifier → student_reference_number
10. register → has_participant → tutor
11. tutor → has_name → tutor_name
12. register → has_attendance_record → attendance_status
13. attendance_status → includes → [""attendance"", ""absence"", ""lateness""]
14. absence → has_attendance_evidence → prior_approval_evidence
15. register → is_verified_by → tutor
16. tutor → signs → register
17. register → corresponds_to_learning_aim → learning_aims
18. learning_aims → related_to_funding_status → funded_activities
19. funded_activities → includes → student_timetable",19,False,kg_only,4,5,4,4,5,4.4,2025-07-23T01:19:54.142533
relationship_kg_only_133-the-following-advice-on-re-p36-85-3d06c911_1752626022_e9829629,relationship,ablation_kg_only,How does the register relate to funded activities?,"The register corresponds to learning aims, which are related to funding status that includes student timetable as part of funded activities.","1. session → has_class_register → register
2. register → has_description → one_register_needed_for_continuous_sessions_or_small_breaks
3. register → includes → session_details
4. session_details → has_date → day
5. session_details → has_time_period → time
6. session_details → has_duration_value → duration
7. session_details → has_hours_value → planned_hours
8. register → has_participant → student
9. student → has_identifier → student_reference_number
10. register → has_participant → tutor
11. tutor → has_name → tutor_name
12. register → has_attendance_record → attendance_status
13. attendance_status → includes → [""attendance"", ""absence"", ""lateness""]
14. absence → has_attendance_evidence → prior_approval_evidence
15. register → is_verified_by → tutor
16. tutor → signs → register
17. register → corresponds_to_learning_aim → learning_aims
18. learning_aims → related_to_funding_status → funded_activities
19. funded_activities → includes → student_timetable",19,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:19:56.135686
comparative_kg_only_133-the-following-advice-on-re-p36-85-3d06c911_1752626031_c725d2fb,comparative,ablation_kg_only,What differentiates the inclusion of session details in the register from the inclusion of attendance status?,"Session details included in the register encompass date, time period, duration, and planned hours, outlining specifics of each session. Conversely, attendance status encapsulates categories like 'attendance', 'absence', and 'lateness', focusing on tracking participants' engagement during those sessions. While session details provide logistical information about when and how long sessions occur, attendance status records participants' presence or absence.","1. session → has_class_register → register
2. register → has_description → one_register_needed_for_continuous_sessions_or_small_breaks
3. register → includes → session_details
4. session_details → has_date → day
5. session_details → has_time_period → time
6. session_details → has_duration_value → duration
7. session_details → has_hours_value → planned_hours
8. register → has_participant → student
9. student → has_identifier → student_reference_number
10. register → has_participant → tutor
11. tutor → has_name → tutor_name
12. register → has_attendance_record → attendance_status
13. attendance_status → includes → [""attendance"", ""absence"", ""lateness""]
14. absence → has_attendance_evidence → prior_approval_evidence
15. register → is_verified_by → tutor
16. tutor → signs → register
17. register → corresponds_to_learning_aim → learning_aims
18. learning_aims → related_to_funding_status → funded_activities
19. funded_activities → includes → student_timetable",19,False,kg_only,5,5,4,4,5,4.6,2025-07-23T01:19:57.900830
comparative_kg_only_133-the-following-advice-on-re-p36-85-3d06c911_1752626038_ea48722d,comparative,ablation_kg_only,How does the verification process for a register differ between students and tutors?,"Students do not verify the register; only tutors are responsible for verifying the register, evidenced by the fact that a tutor signs the register.","1. session → has_class_register → register
2. register → has_description → one_register_needed_for_continuous_sessions_or_small_breaks
3. register → includes → session_details
4. session_details → has_date → day
5. session_details → has_time_period → time
6. session_details → has_duration_value → duration
7. session_details → has_hours_value → planned_hours
8. register → has_participant → student
9. student → has_identifier → student_reference_number
10. register → has_participant → tutor
11. tutor → has_name → tutor_name
12. register → has_attendance_record → attendance_status
13. attendance_status → includes → [""attendance"", ""absence"", ""lateness""]
14. absence → has_attendance_evidence → prior_approval_evidence
15. register → is_verified_by → tutor
16. tutor → signs → register
17. register → corresponds_to_learning_aim → learning_aims
18. learning_aims → related_to_funding_status → funded_activities
19. funded_activities → includes → student_timetable",19,False,kg_only,5,5,4,4,5,4.6,2025-07-23T01:19:59.668225
inferential_kg_only_133-the-following-advice-on-re-p36-85-3d06c911_1752626048_28197df0,inferential,ablation_kg_only,"What can be inferred about a tutor's role in the process of maintaining the register, based on the provided knowledge graph?","The tutor is not only involved in teaching but also plays a crucial role in verifying and signing the register. This implies that tutors are responsible for ensuring the accuracy of attendance records, which likely includes verifying students' presence or absence during sessions.","1. session → has_class_register → register
2. register → has_description → one_register_needed_for_continuous_sessions_or_small_breaks
3. register → includes → session_details
4. session_details → has_date → day
5. session_details → has_time_period → time
6. session_details → has_duration_value → duration
7. session_details → has_hours_value → planned_hours
8. register → has_participant → student
9. student → has_identifier → student_reference_number
10. register → has_participant → tutor
11. tutor → has_name → tutor_name
12. register → has_attendance_record → attendance_status
13. attendance_status → includes → [""attendance"", ""absence"", ""lateness""]
14. absence → has_attendance_evidence → prior_approval_evidence
15. register → is_verified_by → tutor
16. tutor → signs → register
17. register → corresponds_to_learning_aim → learning_aims
18. learning_aims → related_to_funding_status → funded_activities
19. funded_activities → includes → student_timetable",19,False,kg_only,5,5,4,4,5,4.6,2025-07-23T01:20:01.512334
inferential_kg_only_133-the-following-advice-on-re-p36-85-3d06c911_1752626048_7803aad1,inferential,ablation_kg_only,"Considering the relationship between 'absence' and 'prior_approval_evidence' as well as the tutor's involvement in register verification, what inference can be made regarding how absences are managed?","Given that absences have associated 'prior_approval_evidence' and that the tutor verifies the register, it can be inferred that any absences recorded in the register require some form of documentation or justification. This system suggests an organized approach to handling attendance where absences must be substantiated, presumably to maintain integrity and accountability in attendance records.","1. session → has_class_register → register
2. register → has_description → one_register_needed_for_continuous_sessions_or_small_breaks
3. register → includes → session_details
4. session_details → has_date → day
5. session_details → has_time_period → time
6. session_details → has_duration_value → duration
7. session_details → has_hours_value → planned_hours
8. register → has_participant → student
9. student → has_identifier → student_reference_number
10. register → has_participant → tutor
11. tutor → has_name → tutor_name
12. register → has_attendance_record → attendance_status
13. attendance_status → includes → [""attendance"", ""absence"", ""lateness""]
14. absence → has_attendance_evidence → prior_approval_evidence
15. register → is_verified_by → tutor
16. tutor → signs → register
17. register → corresponds_to_learning_aim → learning_aims
18. learning_aims → related_to_funding_status → funded_activities
19. funded_activities → includes → student_timetable",19,False,kg_only,5,4,3,4,4,4.0,2025-07-23T01:20:03.280266
relationship_kg_only_136-an-electronic-signature-is-p37-87-07652b8b_1752626076_09bb5373,relationship,ablation_kg_only,How is the accessibility described for a document that has been signed with a digital signature?,"A document with a digital signature is not easily amended, indicating its high level of accessibility in terms of security but low in terms of alterations.","1. electronic_signature → is_defined_as → electronic_symbol_or_process
2. electronic_signature → is_associated_with → document
3. party → intends_to → sign_document
4. electronic_signature → can_be → check_box_to_signature
5. digital_signature → secures → electronic_signature
6. digital_signature → is_described_as → digital_fingerprint
7. digital_signature → applies_security_to → document
8. document_with_digital_signature → has_property → extremely_secure
9. document_with_digital_signature → has_accessibility → not_easily_amended
10. electronic_or_digital_signature → must_be → non_refutable
11. system_and_process → must_ensure → original_signature_unaltered
12. document → needs_renewal → new_signature_required
13. new_document → starts_effect_from → specified_date
14. new_document → must_be_held → alongside_old_document
15. alternative_evidence → is_required_for → electronic_or_digital_signatures_during_covid19",15,False,kg_only,3,3,2,4,3,3.0,2025-07-23T01:20:05.044612
comparative_kg_only_136-an-electronic-signature-is-p37-87-07652b8b_1752626091_fb28d529,comparative,ablation_kg_only,In what ways do the requirements for a new document differ from those for electronic or digital signatures during COVID-19?,"A new document starts effect from a specified date and must be held alongside an old document which indicates it has temporal validity concerns requiring physical management. On the other hand, electronic or digital signatures during COVID-19 require alternative evidence, highlighting an adaptation to verification processes in response to the pandemic's constraints on traditional methods.","1. electronic_signature → is_defined_as → electronic_symbol_or_process
2. electronic_signature → is_associated_with → document
3. party → intends_to → sign_document
4. electronic_signature → can_be → check_box_to_signature
5. digital_signature → secures → electronic_signature
6. digital_signature → is_described_as → digital_fingerprint
7. digital_signature → applies_security_to → document
8. document_with_digital_signature → has_property → extremely_secure
9. document_with_digital_signature → has_accessibility → not_easily_amended
10. electronic_or_digital_signature → must_be → non_refutable
11. system_and_process → must_ensure → original_signature_unaltered
12. document → needs_renewal → new_signature_required
13. new_document → starts_effect_from → specified_date
14. new_document → must_be_held → alongside_old_document
15. alternative_evidence → is_required_for → electronic_or_digital_signatures_during_covid19",15,False,kg_only,3,3,2,4,2,2.8,2025-07-23T01:20:07.041610
comparative_kg_only_136-an-electronic-signature-is-p37-87-07652b8b_1752626100_f61ee1c2,comparative,ablation_kg_only,How do the security and verification aspects of electronic and digital signatures differ according to the knowledge graph?,"Electronic signatures are defined as an electronic symbol or process associated with a document and can be as simple as a check box to sign off. In contrast, digital signatures secure the electronic signature by applying a digital fingerprint, making them extremely secure and not easily amended, thus providing a higher level of security and verification.","1. electronic_signature → is_defined_as → electronic_symbol_or_process
2. electronic_signature → is_associated_with → document
3. party → intends_to → sign_document
4. electronic_signature → can_be → check_box_to_signature
5. digital_signature → secures → electronic_signature
6. digital_signature → is_described_as → digital_fingerprint
7. digital_signature → applies_security_to → document
8. document_with_digital_signature → has_property → extremely_secure
9. document_with_digital_signature → has_accessibility → not_easily_amended
10. electronic_or_digital_signature → must_be → non_refutable
11. system_and_process → must_ensure → original_signature_unaltered
12. document → needs_renewal → new_signature_required
13. new_document → starts_effect_from → specified_date
14. new_document → must_be_held → alongside_old_document
15. alternative_evidence → is_required_for → electronic_or_digital_signatures_during_covid19",15,False,kg_only,4,3,2,4,3,3.2,2025-07-23T01:20:09.202000
inferential_kg_only_136-an-electronic-signature-is-p37-87-07652b8b_1752626108_87cfae0b,inferential,ablation_kg_only,What can be inferred about the security measures taken for documents that incorporate electronic signatures?,"Documents incorporating electronic signatures, when secured with a digital signature described as a digital fingerprint, are rendered extremely secure and not easily amended. This suggests a high level of security measures are implemented to protect the integrity of such documents.","1. electronic_signature → is_defined_as → electronic_symbol_or_process
2. electronic_signature → is_associated_with → document
3. party → intends_to → sign_document
4. electronic_signature → can_be → check_box_to_signature
5. digital_signature → secures → electronic_signature
6. digital_signature → is_described_as → digital_fingerprint
7. digital_signature → applies_security_to → document
8. document_with_digital_signature → has_property → extremely_secure
9. document_with_digital_signature → has_accessibility → not_easily_amended
10. electronic_or_digital_signature → must_be → non_refutable
11. system_and_process → must_ensure → original_signature_unaltered
12. document → needs_renewal → new_signature_required
13. new_document → starts_effect_from → specified_date
14. new_document → must_be_held → alongside_old_document
15. alternative_evidence → is_required_for → electronic_or_digital_signatures_during_covid19",15,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:11.036151
inferential_kg_only_136-an-electronic-signature-is-p37-87-07652b8b_1752626108_75852d6b,inferential,ablation_kg_only,"Considering the properties associated with electronic and digital signatures, what implication does a document's need for renewal have on its historical versions?","Given that a new document starts effect from a specified date and must be held alongside an old document, and considering the emphasis on non-refutability and ensuring the original signature remains unaltered, it implies that maintaining historical versions of documents is crucial for verifying their authenticity over time.","1. electronic_signature → is_defined_as → electronic_symbol_or_process
2. electronic_signature → is_associated_with → document
3. party → intends_to → sign_document
4. electronic_signature → can_be → check_box_to_signature
5. digital_signature → secures → electronic_signature
6. digital_signature → is_described_as → digital_fingerprint
7. digital_signature → applies_security_to → document
8. document_with_digital_signature → has_property → extremely_secure
9. document_with_digital_signature → has_accessibility → not_easily_amended
10. electronic_or_digital_signature → must_be → non_refutable
11. system_and_process → must_ensure → original_signature_unaltered
12. document → needs_renewal → new_signature_required
13. new_document → starts_effect_from → specified_date
14. new_document → must_be_held → alongside_old_document
15. alternative_evidence → is_required_for → electronic_or_digital_signatures_during_covid19",15,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:12.772035
factual_kg_only_138-a-wet-signature-is-created-p37-88-fe66a2e0_1752626117_124ab5c2,factual,ablation_kg_only,What forms of email confirmation descriptions are mentioned as being part of audit evidence?,Typed name at the end of the message and typed name on the document are mentioned as descriptions of email confirmation that can be used as audit evidence.,"1. provider → has_legal_duty → obtain_wet_signature
2. wet_signature → is_required_for → recruitment
3. wet_signature → is_required_for → evidence_of_continuing_learning
4. provider → experiences_difficulty → obtaining_wet_signatures_during_pandemic
5. coronavirus_pandemic → results_in_difficulty → obtaining_wet_signatures
6. provider → lacks_infrastructure → digital_signature_systems
7. provider → is_allowed → use_email_for_signature_confirmation_during_pandemic
8. audit_evidence → requires → record_of_acknowledgement
9. record_of_acknowledgement → includes → email_confirmation
10. email_confirmation → has_description → typed_name_end_of_message
11. email_confirmation → has_description → typed_name_on_document
12. email_confirmation → can_be_used_as → audit_evidence
13. typed_name_on_document → can_be_used_as → audit_evidence",13,False,kg_only,5,5,5,4,5,4.8,2025-07-23T01:20:14.721915
comparative_kg_only_138-a-wet-signature-is-created-p37-88-fe66a2e0_1752626151_a072a01c,comparative,ablation_kg_only,How do the requirements for audit evidence differ between a wet signature and an email confirmation during the pandemic?,"A wet signature is required for recruitment and evidence of continuing learning, while an email confirmation, which includes typed names either at the end of a message or on a document, can be used as audit evidence.","1. provider → has_legal_duty → obtain_wet_signature
2. wet_signature → is_required_for → recruitment
3. wet_signature → is_required_for → evidence_of_continuing_learning
4. provider → experiences_difficulty → obtaining_wet_signatures_during_pandemic
5. coronavirus_pandemic → results_in_difficulty → obtaining_wet_signatures
6. provider → lacks_infrastructure → digital_signature_systems
7. provider → is_allowed → use_email_for_signature_confirmation_during_pandemic
8. audit_evidence → requires → record_of_acknowledgement
9. record_of_acknowledgement → includes → email_confirmation
10. email_confirmation → has_description → typed_name_end_of_message
11. email_confirmation → has_description → typed_name_on_document
12. email_confirmation → can_be_used_as → audit_evidence
13. typed_name_on_document → can_be_used_as → audit_evidence",13,False,kg_only,3,3,2,4,3,3.0,2025-07-23T01:20:16.872282
comparative_kg_only_138-a-wet-signature-is-created-p37-88-fe66a2e0_1752626151_1068226d,comparative,ablation_kg_only,What contrasts exist in how providers can fulfill signature requirements during versus outside of the pandemic?,"During the pandemic, providers are allowed to use email for signature confirmation due to difficulties obtaining wet signatures, but outside of such circumstances, they are legally obliged to obtain wet signatures.","1. provider → has_legal_duty → obtain_wet_signature
2. wet_signature → is_required_for → recruitment
3. wet_signature → is_required_for → evidence_of_continuing_learning
4. provider → experiences_difficulty → obtaining_wet_signatures_during_pandemic
5. coronavirus_pandemic → results_in_difficulty → obtaining_wet_signatures
6. provider → lacks_infrastructure → digital_signature_systems
7. provider → is_allowed → use_email_for_signature_confirmation_during_pandemic
8. audit_evidence → requires → record_of_acknowledgement
9. record_of_acknowledgement → includes → email_confirmation
10. email_confirmation → has_description → typed_name_end_of_message
11. email_confirmation → has_description → typed_name_on_document
12. email_confirmation → can_be_used_as → audit_evidence
13. typed_name_on_document → can_be_used_as → audit_evidence",13,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:18.714902
inferential_kg_only_138-a-wet-signature-is-created-p37-88-fe66a2e0_1752626161_25ed0e74,inferential,ablation_kg_only,How does the coronavirus pandemic indirectly impact the audit process for providers?,"The coronavirus pandemic creates difficulty in obtaining wet signatures, which are required for evidence of continuing learning and recruitment. Since providers also lack infrastructure for digital signature systems, they are allowed to use email for signature confirmation during the pandemic. This adjustment, in turn, affects the audit process as email confirmations, including typed names on documents or at the end of messages, can be used as audit evidence. Therefore, the pandemic indirectly necessitates alternative methods for generating audit evidence due to challenges in obtaining traditional wet signatures.","1. provider → has_legal_duty → obtain_wet_signature
2. wet_signature → is_required_for → recruitment
3. wet_signature → is_required_for → evidence_of_continuing_learning
4. provider → experiences_difficulty → obtaining_wet_signatures_during_pandemic
5. coronavirus_pandemic → results_in_difficulty → obtaining_wet_signatures
6. provider → lacks_infrastructure → digital_signature_systems
7. provider → is_allowed → use_email_for_signature_confirmation_during_pandemic
8. audit_evidence → requires → record_of_acknowledgement
9. record_of_acknowledgement → includes → email_confirmation
10. email_confirmation → has_description → typed_name_end_of_message
11. email_confirmation → has_description → typed_name_on_document
12. email_confirmation → can_be_used_as → audit_evidence
13. typed_name_on_document → can_be_used_as → audit_evidence",13,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:20.705335
inferential_kg_only_138-a-wet-signature-is-created-p37-88-fe66a2e0_1752626171_3f3fc4c5,inferential,ablation_kg_only,How has the coronavirus pandemic indirectly affected the providers' compliance with legal duties related to recruitment?,"The coronavirus pandemic has resulted in difficulties for providers in obtaining wet signatures, which are legally required for recruitment. This indirect effect challenges providers' ability to comply with their legal duties in the recruitment process.","1. provider → has_legal_duty → obtain_wet_signature
2. wet_signature → is_required_for → recruitment
3. wet_signature → is_required_for → evidence_of_continuing_learning
4. provider → experiences_difficulty → obtaining_wet_signatures_during_pandemic
5. coronavirus_pandemic → results_in_difficulty → obtaining_wet_signatures
6. provider → lacks_infrastructure → digital_signature_systems
7. provider → is_allowed → use_email_for_signature_confirmation_during_pandemic
8. audit_evidence → requires → record_of_acknowledgement
9. record_of_acknowledgement → includes → email_confirmation
10. email_confirmation → has_description → typed_name_end_of_message
11. email_confirmation → has_description → typed_name_on_document
12. email_confirmation → can_be_used_as → audit_evidence
13. typed_name_on_document → can_be_used_as → audit_evidence",13,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:22.441223
comparative_kg_only_14-we-only-expect-institutions-p12-13-6935b5e3_1752626211_2cea138f,comparative,ablation_kg_only,How do the roles of institutions and esfa differ in the context of funding decisions according to the knowledge graph?,"Institutions are expected to discuss with ESFA and make funding decisions based on individual circumstances, adhering to the guidance spirit, and record these decisions as audit evidence. On the other hand, ESFA focuses discussions on group circumstances and has an expectation that institutions will make funding decisions.","1. institutions → are_expected_to_discuss_with → esfa
2. esfa → focuses_discussion_on → group_circumstances
3. esfa → has_expectation → institution_makes_funding_decisions
4. institution_makes_funding_decisions → is_based_on → individual_circumstances
5. institution_makes_funding_decisions → adheres_to → guidance_spirit
6. institutions → records_decisions_as → audit_evidence
7. audit_evidence → is_in_accordance_with → student_enrolment_processes",7,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:24.154109
comparative_kg_only_14-we-only-expect-institutions-p12-13-6935b5e3_1752626211_9d998652,comparative,ablation_kg_only,What distinguishes the basis for making funding decisions from how audit evidence is generated and utilized?,"The basis for making funding decisions is rooted in individual circumstances and adherence to guidance spirit, as decided by institutions. In contrast, audit evidence is specifically recorded by institutions in accordance with student enrolment processes, highlighting a difference between decision-making criteria and documentation standards.","1. institutions → are_expected_to_discuss_with → esfa
2. esfa → focuses_discussion_on → group_circumstances
3. esfa → has_expectation → institution_makes_funding_decisions
4. institution_makes_funding_decisions → is_based_on → individual_circumstances
5. institution_makes_funding_decisions → adheres_to → guidance_spirit
6. institutions → records_decisions_as → audit_evidence
7. audit_evidence → is_in_accordance_with → student_enrolment_processes",7,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:26.026839
inferential_kg_only_14-we-only-expect-institutions-p12-13-6935b5e3_1752626220_7c75290c,inferential,ablation_kg_only,What role does the ESFA play in ensuring that funding decisions made by institutions align with broader educational policies?,The ESFA plays a crucial role in guiding institutions on funding decisions by focusing discussions on group circumstances and setting the expectation that these decisions should be based on individual circumstances while adhering to the guidance spirit. This ensures that funding decisions are aligned with broader educational policies.,"1. institutions → are_expected_to_discuss_with → esfa
2. esfa → focuses_discussion_on → group_circumstances
3. esfa → has_expectation → institution_makes_funding_decisions
4. institution_makes_funding_decisions → is_based_on → individual_circumstances
5. institution_makes_funding_decisions → adheres_to → guidance_spirit
6. institutions → records_decisions_as → audit_evidence
7. audit_evidence → is_in_accordance_with → student_enrolment_processes",7,False,kg_only,4,3,3,4,3,3.4,2025-07-23T01:20:27.931055
inferential_kg_only_14-we-only-expect-institutions-p12-13-6935b5e3_1752626220_3e0da9c0,inferential,ablation_kg_only,How do institutions validate their compliance with ESFA's expectations regarding student enrolment and funding decision processes?,"Institutions validate their compliance with ESFA's expectations by recording their funding decisions as audit evidence, which must be in accordance with student enrolment processes. This process ensures that institutions adhere to the required standards and guidelines provided by the ESFA.","1. institutions → are_expected_to_discuss_with → esfa
2. esfa → focuses_discussion_on → group_circumstances
3. esfa → has_expectation → institution_makes_funding_decisions
4. institution_makes_funding_decisions → is_based_on → individual_circumstances
5. institution_makes_funding_decisions → adheres_to → guidance_spirit
6. institutions → records_decisions_as → audit_evidence
7. audit_evidence → is_in_accordance_with → student_enrolment_processes",7,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:29.774652
relationship_kg_only_143-when-a-student-withdraws-f-p38-90-73871f86_1752626246_c79e7334,relationship,ablation_kg_only,What documentation is required by an institution when a student changes their learning aim or mode of study?,A change form is documentation required by an institution when a student changes their learning aim or mode of study.,"1. student → withdraws_from → programme
2. student → transfers_to → another_programme
3. student → changes_learning_aim → learning_aim
4. student → changes_mode_of_study → mode_of_study
5. change_form → is_documentation_required_by → institution
6. change_form → must_be_signed_by → tutor
7. change_form → used_for → ensure_correct_data_return
8. change_form → used_for → amend_learning_agreement
9. institution → considers → student_sign_consent
10. institution → has_legal_duty → notify_local_authority
11. young_person → has_age → 16_or_17
12. young_person → leaves_learning → before_planned_date
13. institution → must_amend → planned_hours
14. student → withdraws_from → learning_aims
15. withdrawal_guidance → is_provided_in → annex_c",15,False,kg_only,4,5,4,4,5,4.4,2025-07-23T01:20:31.617993
relationship_kg_only_143-when-a-student-withdraws-f-p38-90-73871f86_1752626246_082b9e90,relationship,ablation_kg_only,How does an institution fulfill its legal duty when a young person leaves learning before the planned date?,An institution fulfills its legal duty by notifying the local authority when a young person leaves learning before the planned date.,"1. student → withdraws_from → programme
2. student → transfers_to → another_programme
3. student → changes_learning_aim → learning_aim
4. student → changes_mode_of_study → mode_of_study
5. change_form → is_documentation_required_by → institution
6. change_form → must_be_signed_by → tutor
7. change_form → used_for → ensure_correct_data_return
8. change_form → used_for → amend_learning_agreement
9. institution → considers → student_sign_consent
10. institution → has_legal_duty → notify_local_authority
11. young_person → has_age → 16_or_17
12. young_person → leaves_learning → before_planned_date
13. institution → must_amend → planned_hours
14. student → withdraws_from → learning_aims
15. withdrawal_guidance → is_provided_in → annex_c",15,False,kg_only,4,5,3,4,4,4.0,2025-07-23T01:20:33.463296
comparative_kg_only_143-when-a-student-withdraws-f-p38-90-73871f86_1752626255_efeff8ef,comparative,ablation_kg_only,How does the role of the institution differ in handling changes made by students in their programme versus its responsibilities towards young persons aged 16 or 17?,"The institution considers student sign consent when handling changes made by students to their programme and must amend planned hours. Whereas regarding young persons aged 16 or 17, the institution has a legal duty to notify the local authority if they leave learning before the planned date.","1. student → withdraws_from → programme
2. student → transfers_to → another_programme
3. student → changes_learning_aim → learning_aim
4. student → changes_mode_of_study → mode_of_study
5. change_form → is_documentation_required_by → institution
6. change_form → must_be_signed_by → tutor
7. change_form → used_for → ensure_correct_data_return
8. change_form → used_for → amend_learning_agreement
9. institution → considers → student_sign_consent
10. institution → has_legal_duty → notify_local_authority
11. young_person → has_age → 16_or_17
12. young_person → leaves_learning → before_planned_date
13. institution → must_amend → planned_hours
14. student → withdraws_from → learning_aims
15. withdrawal_guidance → is_provided_in → annex_c",15,False,kg_only,4,3,3,4,3,3.4,2025-07-23T01:20:35.304043
comparative_kg_only_143-when-a-student-withdraws-f-p38-90-73871f86_1752626263_6c940ff7,comparative,ablation_kg_only,How do the responsibilities of a tutor differ from those of an institution in relation to change forms?,"A tutor must sign the change form, indicating a role in authorizing changes to a student's enrollment or program details, whereas an institution is required to use the change form for ensuring correct data return and amending learning agreements, showcasing its broader responsibility in administrative processes.","1. student → withdraws_from → programme
2. student → transfers_to → another_programme
3. student → changes_learning_aim → learning_aim
4. student → changes_mode_of_study → mode_of_study
5. change_form → is_documentation_required_by → institution
6. change_form → must_be_signed_by → tutor
7. change_form → used_for → ensure_correct_data_return
8. change_form → used_for → amend_learning_agreement
9. institution → considers → student_sign_consent
10. institution → has_legal_duty → notify_local_authority
11. young_person → has_age → 16_or_17
12. young_person → leaves_learning → before_planned_date
13. institution → must_amend → planned_hours
14. student → withdraws_from → learning_aims
15. withdrawal_guidance → is_provided_in → annex_c",15,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:37.072081
inferential_kg_only_143-when-a-student-withdraws-f-p38-90-73871f86_1752626273_99756011,inferential,ablation_kg_only,"Considering the documentation process for a student who changes their mode of study or learning aim, what roles do both the student and tutor play?","For a student changing their mode of study or learning aim, documentation in the form of a change form is required by the institution. This change form must be signed by a tutor, indicating the tutor’s role in officially acknowledging and approving this change. Furthermore, considering that institutions consider student sign consent important, it implies that students must also agree to these changes formally. Therefore, both the student and tutor play crucial roles in ensuring that any amendments to the learning agreement or data returns are correctly documented and mutually agreed upon.","1. student → withdraws_from → programme
2. student → transfers_to → another_programme
3. student → changes_learning_aim → learning_aim
4. student → changes_mode_of_study → mode_of_study
5. change_form → is_documentation_required_by → institution
6. change_form → must_be_signed_by → tutor
7. change_form → used_for → ensure_correct_data_return
8. change_form → used_for → amend_learning_agreement
9. institution → considers → student_sign_consent
10. institution → has_legal_duty → notify_local_authority
11. young_person → has_age → 16_or_17
12. young_person → leaves_learning → before_planned_date
13. institution → must_amend → planned_hours
14. student → withdraws_from → learning_aims
15. withdrawal_guidance → is_provided_in → annex_c",15,False,kg_only,4,3,3,4,3,3.4,2025-07-23T01:20:39.297893
inferential_kg_only_143-when-a-student-withdraws-f-p38-90-73871f86_1752626292_904d8bd9,inferential,ablation_kg_only,"What is the procedure an institution must follow when a student alters their educational trajectory, such as withdrawing from a programme, and why is this process necessary?","When a student changes their educational path by withdrawing from a programme or making other significant changes (like transferring to another programme, changing their learning aim, or altering their mode of study), an institution must use a change form as part of the procedure. This form is necessary to ensure correct data return and to amend the learning agreement, safeguarding the accuracy and integrity of the institution's educational records. It requires documentation and must be signed by a tutor, reflecting an organized approach to handling changes in a student's academic journey.","1. student → withdraws_from → programme
2. student → transfers_to → another_programme
3. student → changes_learning_aim → learning_aim
4. student → changes_mode_of_study → mode_of_study
5. change_form → is_documentation_required_by → institution
6. change_form → must_be_signed_by → tutor
7. change_form → used_for → ensure_correct_data_return
8. change_form → used_for → amend_learning_agreement
9. institution → considers → student_sign_consent
10. institution → has_legal_duty → notify_local_authority
11. young_person → has_age → 16_or_17
12. young_person → leaves_learning → before_planned_date
13. institution → must_amend → planned_hours
14. student → withdraws_from → learning_aims
15. withdrawal_guidance → is_provided_in → annex_c",15,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:41.077792
relationship_kg_only_15-the-difference-between-a-tr-p66-163-44cc3d4f_1752626314_3127af7a,relationship,ablation_kg_only,Why might a student's withdrawal be considered in the qualification success rates?,A student's withdrawal is considered in the qualification success rates because withdrawal is a reason for being counted in qualification success rates.,"1. transfer → is_reason_for → not_counted_in_qualification_success_rates
2. withdrawal → is_reason_for → counted_in_qualification_success_rates
3. withdrawal → has_withdrawal_reason → stopped_studying_for_qualification
4. gov_uk → provides_assistance → completing_the_census
5. annex_f → defines → student_eligibility
6. annex_f → has_reference → qualifying_countries_and_areas
7. annex_f → is_time_period_of → up_to_31_december_2020
8. student_eligibility → is_funded_by → esfa_young_peoples_study_programme_funding
9. esfa_young_peoples_study_programme_funding → governed_by → united_kingdom_transition_arrangements_with_eu
10. united_kingdom_transition_arrangements_with_eu → has_date → 31_december_2020",10,False,kg_only,4,4,3,4,4,3.8,2025-07-23T01:20:42.921298
